"candidat";"vote";"DimACP1_1";"DimACP1_2";"DimACP2_1";"DimACP2_2";"Médiane";"Écart inter-quartile";"Rapport interdécile";"Écart-type";"Gini";"Rapport interdécile (log)";"inegalitesH"
"Hollande";20,8448042075852;-1,47096683956584;1,54574922534991;-0,698654349994237;0,744889959125521;20590;16634,5;6;17382,38;0,352;1,79175946922805;"inférieur"
"Hollande";20,8448042075852;2,1241674466639;-0,187557196968225;-4,61406693981672;1,25546970499383;13917;11290;6,1;9782,45;0,3406;1,80828877117927;"inférieur"
"Hollande";20,8448042075852;5,51757834230448;1,47078602966782;-6,6085352588833;-1,77802868483693;8532;9531;32,5;6867,34;0,4036;3,48124008933569;"supérieur"
"Hollande";20,8448042075852;-0,246060954162042;3,44874910124403;-2,79155644678651;1,64933042341666;12936;12705;9;9531,28;0,3736;2,19722457733622;"supérieur"
"Hollande";20,8448042075852;0,169042387972725;1,51198267389596;-3,79059492866532;2,46381137935982;17567,5;11967;4;10319,65;0,296;1,38629436111989;"inférieur"
"Hollande";20,8448042075852;0,879669677701286;-2,21926758733727;-0,692243668835728;1,3431188290818;17998;14053;5,8;12934,58;0,3307;1,75785791755237;"inférieur"
"Hollande";20,8448042075852;-0,188305003271921;-0,501553692646398;-2,77368864050699;3,34177618244188;15630;13973;6,4;9888,54;0,3294;1,85629799036563;"inférieur"
"Hollande";20,8448042075852;-1,99803809610233;0,592564549202754;-0,30850054237667;3,61499967164472;22633;13436;3,4;13497,62;0,2682;1,22377543162212;"inférieur"
"Hollande";20,8448042075852;-4,07337693842028;0,708377402522033;0,519170740021682;3,13069479569967;23024;12908;3,1;11229,02;0,2407;1,1314021114911;"inférieur"
"Hollande";20,8448042075852;-3,2185203600999;3,11520656187034;-0,955109280063202;2,930255652477;21514;14278;4;13831,43;0,294;1,38629436111989;"inférieur"
"Hollande";20,8448042075852;-3,14416621945467;3,14552642177155;1,47628986162946;-0,376100361582362;20824;14053;5,8;12934,58;0,3307;1,75785791755237;"inférieur"
"Hollande";20,8448042075852;-3,36973121774419;0,412053897256844;0,495602586824379;3,22510919505419;22433;12959;3,6;10882,31;0,2587;1,28093384546206;"inférieur"
"Hollande";20,8448042075852;-1,93623712624262;0,823818742805182;-0,842047880076508;1,90800490566777;19689;12603;4,7;12102,14;0,2942;1,54756250871601;"inférieur"
"Hollande";20,8448042075852;-2,79239017220456;1,02653868443621;1,56570519578148;1,79708639539175;22952;12403;3,4;11990,32;0,2594;1,22377543162212;"inférieur"
"Hollande";20,8448042075852;-2,75392864783414;1,72126454622565;-1,64112711610805;3,34437499266702;19959;12169;3,4;11736,02;0,2674;1,22377543162212;"inférieur"
"Hollande";20,8448042075852;-3,92611690983487;4,40070289462878;-1,05903474879767;2,46803070472311;16535;14060;5,9;17442,32;0,353;1,77495235091167;"inférieur"
"Hollande";20,8448042075852;-4,41414027572458;5,81630524411125;-1,57781534727814;2,05699833933255;16862;12612,5;4,5;9902,89;0,2998;1,50407739677627;"inférieur"
"Hollande";13,580476900149;0,694039145670389;-2,55950836634447;1,61581489351884;0,897534294949808;23404;17400;4,5;16917,73;0,3187;1,50407739677627;"inférieur"
"Hollande";13,580476900149;-2,3980397558716;1,85933925909827;-1,52096884116698;1,75273014977244;23404;17400;4,5;16917,73;0,3187;1,50407739677627;"inférieur"
"Hollande";13,580476900149;-3,30446887604968;-0,389899798428275;3,47497111383548;0,910560015318335;23404;17400;4,5;16917,73;0,3187;1,50407739677627;"inférieur"
"Hollande";29,4697265166226;3,14373260440263;-0,627846581395305;0,654961059819391;-3,05676002123246;13096;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";40,599993892274;5,77383757256778;2,1384245764092;-0,658133589924132;-4,24151198950302;5772;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";41,0364016196352;8,52701688287046;-0,762911907516212;-2,80472324489659;-5,11140367070224;5561;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";34,8152052139829;8,20066557439174;-0,0152745108902232;-3,35159796293332;-5,53211907300541;5609;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";28,9393125695717;3,42479799100681;2,37225479776826;0,754379227018395;-3,51063788911356;10382;16484;807,1;14617,43;0,5201;6,69344757633033;"supérieur"
"Hollande";27,3277507775401;0,351874904498287;0,866684818089818;3,90130884023087;-2,77832844021572;18693;18608;16,4;17791,32;0,4244;2,79728133483015;"supérieur"
"Hollande";30,3587952481704;2,43937436933582;3,30630274996693;1,40833350988128;-2,97194150729679;12114;18472;45,3;13654,23;0,4731;3,81330703248899;"supérieur"
"Hollande";30,9071731053704;3,79855783738439;1,45908742661853;0,271073919779712;-2,95248487258221;8313;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";30,3986790797011;7,03914067120517;2,77178716736574;-2,00517317658296;-5,32319712064675;5656;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";31,0594075315416;7,06480581387141;2,44125285449016;-0,876719900444111;-5,10659738778567;6746;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";28,7415569486396;0,647603148383536;4,92658806842559;3,38133184582694;-3,19716182043812;10304;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";25,6063626800752;0,485260054657041;2,04583979829308;2,75944748952173;-3,35369253391456;13308;20535;60;20724,76;0,5133;4,0943445622221;"supérieur"
"Hollande";28,1593333865664;-0,391881743765875;3,11818961686474;3,30145528056891;-2,69799270901481;16067;17878;15,8;15996,36;0,4373;2,76000994003292;"supérieur"
"Hollande";27,8272580885712;-3,09710700884;2,95188593005913;5,0260893033347;-1,954228409508;19188,5;20601;15;23533;0,4276;2,70805020110221;"supérieur"
"Hollande";27,3770437461966;0,653966614824064;1,19464929367267;1,5925148139077;-1,91187106363089;17246;18781;19,2;16805,93;0,4273;2,95491027903374;"supérieur"
"Hollande";NA;-1,03654391079504;1,07721717498608;1,24316877290932;0,186441292312062;18935;19743;13,7;17542,69;0,4167;2,61739583283408;"supérieur"
"Hollande";27,9755490557235;3,61946029682048;2,3406403475503;2,12746685871095;-3,40469587719121;11988;18639;6013,2;16874,63;0,5085;8,70171233175368;"supérieur"
"Hollande";26,1629080291897;1,74699076071668;2,37943721693414;2,99503101353997;-3,6528149213896;15950;18446;17,2;15719,22;0,4352;2,84490938381941;"supérieur"
"Hollande";29,1571907699854;5,19983781127748;1,23684904879075;-2,75660576175547;-1,36610261502771;8842;13996;392,6;10060,13;0,4767;5,97279128184236;"supérieur"
"Hollande";35,1669061412597;10,3012788276666;0,193276108878278;-5,9024591619511;-4,62291223771788;4449;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";31,6817553529834;6,20262743525014;0,583873577317298;-4,223627958026;-1,97755808007324;8496;11163;50,7;9444,23;0,4629;3,92592591059714;"supérieur"
"Hollande";32,4366720596948;3,94082184481204;1,56142213013077;-0,947893522386983;-2,50108695581541;8596;12432;100;11376,51;0,4974;4,60517018598809;"supérieur"
"Hollande";31,0667238419434;3,77292538961533;1,67305865780757;-1,19914712526563;-2,86084689083786;8376;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";29,206109155102;4,03047522563506;0,148646928778814;0,332996588369085;-3,53488872499282;11689;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";18,9281903619487;0,252371556937533;-2,63302479022114;3,10440187248571;-1,24933957002526;21167;20175,5;11,5;49151,64;0,46;2,4423470353692;"supérieur"
"Hollande";23,5730183742022;2,55888631052258;0,202261974428661;-0,609026189206779;-0,796747304110942;14523;17663;59,5;18004,36;0,466;4,08597631255158;"supérieur"
"Hollande";25,6085880795077;1,42807828917701;2,7339000890751;1,65209367348382;-2,29014189691571;13611;15914;60,1;13542,05;0,4486;4,09600984154116;"supérieur"
"Hollande";28,1873242326715;-0,131672930244395;2,47848469031822;1,08443475592601;-3,18094271753133;16549;19285;44,7;22021,8;0,4709;3,79997350161952;"supérieur"
"Hollande";31,0213772981882;6,21442532892498;3,57146676432061;-4,42870866800595;-2,76994864015196;6935;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";31,6034094245929;7,51940047204728;4,92078342122823;-3,99907766232287;-3,12486395462816;8092;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";30,6038321821316;3,56791485444177;0,981467729690145;-2,95960002052963;-1,89450986506277;9999;14693;321;13955,95;0,5021;5,77144112313002;"supérieur"
"Hollande";20,0063866900944;1,33966320585879;2,0821488785109;-2,10107000873251;-0,248249739916712;13427;14826;26,7;11861,63;0,4151;3,2846635654062;"supérieur"
"Hollande";NA;4,41137511764452;1,66252915622181;-2,6628471543072;-1,30044629986257;9881;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";NA;3,72891166519742;2,18068282550756;-3,38328506897587;-0,449525948613458;8443;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";NA;5,98283056130204;2,9236578596243;-3,21972344913642;-2,01418040975579;7155;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";NA;4,89788925486232;0,381877293623269;-3,91179512140379;-2,63392899624714;8719;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";29,6727528310524;3,74647857272413;3,58271603785657;-2,0002678056265;-4,09384568067576;8707;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";31,8798538674911;6,21767542343239;0,121605174776863;-3,99627014447165;-3,18002393678003;5573;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";30,5058965146582;5,76416969186595;-0,56753220522459;-3,9423211047667;-3,841110456126;7440;10322;78,9;8404,91;0,4612;4,36818122785183;"supérieur"
"Hollande";30,4102820861737;2,91109547850936;3,39899610506297;-2,34573654386595;-2,71238250715999;8811;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";29,0418371817631;6,1425769015356;1,63233994763563;-5,43160462055208;-3,31970818486382;7243;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";27,8982214978258;6,03622013590518;0,857929983814208;-4,79147140145355;-2,13535176053465;8630;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";37,7001681925242;11,1179728746378;-0,802635231650345;-5,15373179645647;-8,22646568896279;5536;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";39,901252117224;8,85433219291225;3,08972379650712;-5,42078229551854;-4,0707400867702;5757;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";42,560553633218;9,2295083262555;2,27766091516786;-6,93830830194489;-6,90421811666239;NA;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";42,5602851728727;12,4572864271309;-0,554817912139094;-5,53943385622814;-6,99712064068999;4395;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";33,8127133160548;8,29052896450738;0,209887574796156;-3,89867131324595;-4,28041551149137;6708;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";25,5962846212082;5,54180611709829;-1,15295702649553;-2,80892574295637;-1,90051759302436;10316;15177;1717,6;13040,88;0,4833;7,44868324656457;"supérieur"
"Hollande";36,9015146448285;5,6191985118488;2,68471348112602;-3,92602749994892;-3,05664107193975;6730;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";20,7399776313541;-1,76226392083822;-0,167254350404879;1,26227947816348;0,237025809677093;19597;14288;6,1;20255,79;0,3531;1,80828877117927;"inférieur"
"Hollande";19,2507965849036;0,918102977715273;-1,45244433185687;-0,140010669440097;0,218169061155295;17167;13258;7,2;11868,13;0,3454;1,97408102602201;"inférieur"
"Hollande";19,2501414888862;0,795800405327208;-0,328213578589427;-0,282224175923589;0,59079888629614;16878,5;14551,5;12,4;13559,64;0,383;2,51769647261099;"supérieur"
"Hollande";20,1337198603693;1,09638802728894;1,2886852719404;-0,0852258255078536;0,424910524962805;14261;15407;121,4;12189,27;0,4184;4,7990908786254;"supérieur"
"Hollande";21,0948259588629;-1,91806232642191;0,0685872511175101;1,9612550793422;0,596289307434436;19114,5;14918;5,9;13431,56;0,3426;1,77495235091167;"inférieur"
"Hollande";20,566626404169;-2,2704872488921;1,01804837180584;0,193895809039582;1,48890378694996;17971;13669;5,8;12919,55;0,3348;1,75785791755237;"inférieur"
"Hollande";21,3518984035945;-0,308644205618857;2,04264700387548;-0,771652922069494;0,876765421292954;15692;14855;11,7;13881,73;0,4005;2,45958884180371;"supérieur"
"Hollande";19,3589316715057;0,4850224052095;1,16875349956299;-2,3260650233728;1,25580831019866;14738;12588;8,2;14118,4;0,3796;2,10413415427021;"supérieur"
"Hollande";20,4153838706165;1,14047589706895;-0,0964883234708363;0,462469093734957;-0,428492620608785;17457;14889;10,2;14077,48;0,3732;2,32238772029023;"supérieur"
"Hollande";18,5176183665022;1,31402917946272;-1,58589781585955;-0,190837234713826;1,09240495160205;16605;13439;7,5;12088,05;0,3488;2,01490302054226;"inférieur"
"Hollande";22,2250985367891;1,37831372065338;-2,45873332500098;0,353750599942936;0,759929681829046;20379;13914;5;12181,91;0,3062;1,6094379124341;"inférieur"
"Hollande";20,4055197274513;-0,117384131489211;1,16232603589577;-1,19743860612221;0,968142050667737;16530;13299;9,1;12499,11;0,3591;2,2082744135228;"inférieur"
"Hollande";17,0361882110814;0,807631406333378;-1,11340099965015;-2,20803819339497;2,42647198652057;16691;13282;6,6;13728,38;0,35;1,88706964903238;"inférieur"
"Hollande";22,4364758583682;-1,30645686253033;2,44949151557629;0,282341772198406;-0,306363071079148;16838,5;15313;15,7;13323,24;0,3839;2,75366071235426;"supérieur"
"Hollande";19,9405352147654;0,50886948735942;-0,22163397098987;1,28233028387125;-0,509563291700411;17160;16001,5;10,4;13786,15;0,3743;2,34180580614733;"supérieur"
"Hollande";21,07412319305;-0,712019504947184;-0,23114718930633;2,21706563140108;-0,379349449606419;18625,5;15624;7,7;15365,96;0,362;2,04122032885964;"supérieur"
"Hollande";23,2755257444663;-1,31613121003802;-0,381394979148489;3,65481697714231;-1,3801741631894;20885;18852;9,3;20812,84;0,3986;2,23001440015921;"supérieur"
"Hollande";21,6716990992561;-0,754464664507242;0,37025439390993;3,22113985066911;-1,11736283190144;18876;15594;10,4;17373,41;0,3788;2,34180580614733;"supérieur"
"Hollande";21,9307111905662;-0,926916891679542;2,48514826525451;1,89585724794224;-1,90806082744593;16312;15495,5;14;14248,57;0,3951;2,63905732961526;"supérieur"
"Hollande";20,6194395783069;0,739298389155309;2,65381268276117;2,18558721240166;-3,44297017509616;18771;14458;9,7;13775,02;0,3556;2,27212588550934;"inférieur"
"Hollande";20,7132200600481;4,1449056244995;1,03760811240288;0,173603562231012;-5,84595072471781;15274;12657;12,9;12374,82;0,3779;2,55722731136763;"supérieur"
"Hollande";22,3849560563676;0,706690426252622;1,42459008267037;0,883651628872592;-1,64172264616344;15561;16187;54;16197,14;0,4211;3,98898404656427;"supérieur"
"Hollande";24,2384256837423;-2,45496168016711;0,147619221512154;4,35137623754319;-1,11367212170112;22146;15633;6,2;15358,73;0,3318;1,82454929205105;"inférieur"
"Hollande";27,5706554618372;-1,65581152925797;0,786928423549509;4,384977017571;-1,14465915870146;18707;16827;8,9;13824,86;0,3635;2,18605127673809;"supérieur"
"Hollande";23,6320097949072;-0,258070266513943;1,8242700642;2,13437695260214;-0,866937166208689;17650;16764;10,4;13623,61;0,3765;2,34180580614733;"supérieur"
"Hollande";26,0644392035088;-1,78444907730961;1,27351078439181;5,24212092653248;-2,65390067143367;20264;18114;8,7;15804,61;0,3676;2,16332302566054;"supérieur"
"Hollande";21,341605936762;-0,764814328552572;-1,39400392597846;2,02637827054759;-0,0914301687884186;18636;16419;6,3;17072,78;0,378;1,84054963339749;"supérieur"
"Hollande";23,9735059771617;-0,696268634380729;1,94661734478123;3,02886955746469;-1,03337894276301;18545;16192;10,8;16540,7;0,382;2,37954613413017;"supérieur"
"Hollande";23,2699975381068;-0,282568384265979;1,38541581652787;3,16372984594186;-1,5146621520719;17875;16437;9,7;12862,39;0,3655;2,27212588550934;"supérieur"
"Hollande";24,0186204257974;1,92242947603342;1,99854813470914;0,81258593133739;-2,14577400438509;15476;16580;18,6;13300,14;0,4023;2,92316158071916;"supérieur"
"Hollande";23,9892572756185;1,18802168456641;0,860288676172724;1,8913004780499;-1,21626334045114;16958;17872;22,4;16115,45;0,4278;3,10906095886099;"supérieur"
"Hollande";21,2888735157577;-0,988919016262682;1,98113321891946;2,86796430841816;-1,2076344353792;17912;16858;15,1;15774,15;0,3982;2,71469474382088;"supérieur"
"Hollande";22,4279688060404;1,63422536212416;-0,471203894239081;1,58251458447323;-2,63640455967271;NA;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";19,748515338272;1,47365903346892;0,195079365203704;1,18677999604821;-0,646604798440706;18217;15284;8;12791,8;0,3582;2,07944154167984;"inférieur"
"Hollande";20,8157271379026;2,48457870428073;1,15934687669033;-0,0089639184202073;-1,42677694254148;16399;15202,5;14,2;16511,08;0,4129;2,65324196460721;"supérieur"
"Hollande";22,2423152217452;0,889147411377815;-0,2770303887172;-0,668709843891635;0,760234686328239;16345;13623;8,1;11429,56;0,3525;2,09186406167839;"inférieur"
"Hollande";19,4818212913204;-2,33778512224374;-0,868517915622859;4,89854641612553;-1,56508402813352;19780;19567;8,2;20083,99;0,404;2,10413415427021;"supérieur"
"Hollande";19,9267196373724;-0,78065589831582;0,808040102789271;4,73548765217335;-2,35985666664747;20079;21816;16;27939,28;0,4646;2,77258872223978;"supérieur"
"Hollande";22,0310129052207;-0,798297488266282;0,85361173246748;3,71282574268117;-2,38792922510194;16493;18943;14,1;19520,89;0,4468;2,64617479738412;"supérieur"
"Hollande";16,2329766667051;-0,173061393667638;0,293281730928608;5,10304720764593;-3,39989926581359;24131,5;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";16,4933667230552;-0,170541219374462;-1,85250427856244;3,61562284087561;-0,846652616338142;22082;19628;7,2;26096,2;0,3839;1,97408102602201;"supérieur"
"Hollande";24,4984090423135;1,26138012136984;0,968831299472978;2,43458565737032;-1,8851200071765;15446;14964;11,9;15103,56;0,4177;2,47653840011748;"supérieur"
"Hollande";21,905683946201;-1,38869674065542;1,78390132974496;3,71685036798956;-2,08895498050668;19107;17992;8,9;20428,66;0,3962;2,18605127673809;"supérieur"
"Hollande";23,2490129991242;-0,495858888554931;0,797617067887042;4,35111611169153;-2,76912817936288;20721;19064;8,7;20798,5;0,4104;2,16332302566054;"supérieur"
"Hollande";25,155896283995;-2,62121915975741;3,44970153837903;4,6604492498636;-2,08275935397235;16675;17283;18,8;16781,48;0,4264;2,9338568698359;"supérieur"
"Hollande";28,6764542742842;1,52194549491084;2,83203713209881;3,4533180589508;-2,87762048342196;13615,5;18273;72,8;16583,22;0,4682;4,28771595520264;"supérieur"
"Hollande";19,7779676993393;-2,4524740107088;0,235472097555301;5,91157201989777;-4,4802011105971;25867;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";20,463613809167;-3,45894477688322;0,656232537465286;6,68476718808507;-3,66509299845417;24755;23548;8,1;30207,56;0,4168;2,09186406167839;"supérieur"
"Hollande";20,1432940654238;-2,24564237450725;-0,198513758703035;4,59237929969089;-0,623396948871696;21058;17699;7;26000,89;0,3967;1,94591014905531;"supérieur"
"Hollande";23,3068998827277;-2,7586698666424;0,134672299539582;4,72931424048288;-3,82989068067936;16489;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";25,6782443291261;0,956215757270359;2,25260581580387;2,83617536810952;-3,32138135622632;14955,5;21273;89,7;28600,73;0,511;4,49647076906475;"supérieur"
"Hollande";21,0258986998655;-1,54372671199907;2,3103967002423;3,68171681836572;-2,21573503915411;23029,5;20856;8;22593,04;0,394;2,07944154167984;"supérieur"
"Hollande";19,8667259277876;-0,61146156771602;-0,16832581716456;3,7019947160381;-1,3341494680911;22113;19641;7;28083;0,4135;1,94591014905531;"supérieur"
"Hollande";20,9015314717703;-1,56300950515132;0,222968051184463;2,69329106030589;-0,661370953525105;20419;18339;7,4;112942,88;0,4356;2,00148000021012;"supérieur"
"Hollande";20,3724590267112;-2,38070581767982;-0,533529710701279;3,8083529883822;-0,528066608025857;21967;19767;6,7;23838,57;0,3921;1,90210752639692;"supérieur"
"Hollande";17,053950947717;-2,72420876386611;-2,56667889055883;5,52143594045218;-1,66274690539993;27106;24229;6,8;53876,78;0,4454;1,91692261218206;"supérieur"
"Hollande";19,8317269050559;-1,6381814793475;-2,17053854800922;4,42320869557988;-1,25748240816899;25706;21882;6,2;33651,79;0,4055;1,82454929205105;"supérieur"
"Hollande";16,3075847965193;-1,75299115221507;-3,54946180211965;4,71678454388728;-0,000323216031606302;28938;24569;5,5;35028,52;0,3802;1,70474809223843;"supérieur"
"Hollande";18,5745546226568;-1,5427917253331;-2,24810015166002;4,05100645962266;-0,397581627868315;27906;24506;6,3;36326,12;0,4072;1,84054963339749;"supérieur"
"Hollande";18,8116181294652;-1,67805280802636;-3,50128165634238;3,83629075630486;0,433258632613318;25981;20050;5,4;25400,91;0,3606;1,68639895357023;"supérieur"
"Hollande";19,7080291970803;0,737617201235426;-5,25020152176489;0,661417376663885;-0,842623191776856;NA;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";18,8779149542208;0,568704505805574;-3,83942088693411;2,01174494385312;0,356323975795249;21949;14731;4,3;16771,92;0,317;1,45861502269952;"inférieur"
"Hollande";15,8109573908041;-1,624480547925;0,494623182780032;0,660113231934248;0,0605640793729213;18001;14740;6,8;14849,67;0,3608;1,91692261218206;"supérieur"
"Hollande";16,8792948662564;0,287965905729964;-2,34605693882563;1,56268219444794;0,564092437282862;21039;17117;6,7;23775,09;0,3777;1,90210752639692;"supérieur"
"Hollande";14,5645285336653;-0,587083897481217;-4,61849036177858;6,18522057764552;-2,74191604639528;37696;43844;8,5;60804,31;0,4534;2,14006616349627;"supérieur"
"Hollande";16,6012707595006;-2,41025865341371;-2,84175153039314;5,58250947803378;-3,45913699181668;34258;39833;8,6;64581,66;0,4795;2,15176220325946;"supérieur"
"Hollande";19,0527521086446;-2,59579626303223;1,06287090102719;2,94570485243851;-0,454806810394905;20274;16239;6,3;40274,94;0,4157;1,84054963339749;"supérieur"
"Hollande";19,1554060820549;-0,486460515709624;0,165917912027139;2,27392961588961;0,727635598588288;18283;16224;8,8;13482,03;0,3637;2,17475172148416;"supérieur"
"Hollande";18,8357280232756;-2,47832032563098;-0,053815499524838;0,92633355211118;1,45638105344806;22311;16600;5,3;15773,78;0,3302;1,66770682055808;"inférieur"
"Hollande";20,7225758686522;-2,17868471654201;-0,558407188033882;2,41052982381529;0,847188330261228;21857;18752;7;26883,16;0,4082;1,94591014905531;"supérieur"
"Hollande";18,9030905003779;-2,13317249728181;-0,606688726058682;2,55120189073559;0,744590539187168;21421;15778;6;20770,33;0,3511;1,79175946922805;"inférieur"
"Hollande";19,8809071446373;-0,0547650051691756;-2,01777312834416;2,94533483703852;-1,08227513799471;18952,5;20072;12,1;18747,33;0,4224;2,4932054526027;"supérieur"
"Hollande";19,8786841798201;-2,73543187044725;0,0707789343244647;3,14611077113469;-1,1932588241172;19854;21367;16,5;46158,15;0,499;2,80336038090653;"supérieur"
"Hollande";17,5173454201441;-1,10521225643472;-2,63640013339369;3,68625849117805;-0,793887775691232;23663;19546;6,2;28268,81;0,3973;1,82454929205105;"supérieur"
"Hollande";18,7983209316588;-0,862397963194265;-1,89780759659563;2,738881620763;-0,0549818963181558;23906;18112;4,8;18496,35;0,3295;1,56861591791385;"inférieur"
"Hollande";16,2985971676894;-0,963522138162239;-2,89634168558195;2,53471638920425;-0,687379147406613;20768;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";17,8502310875815;0,976923442740326;-1,53127190569399;-1,70501703718414;-0,395141215808722;16939;14006;6,3;17781,91;0,3894;1,84054963339749;"supérieur"
"Hollande";17,3403105806991;-0,469633892534878;-3,23015340822394;3,26379447028581;-0,830475284824205;19495;24541;13,6;25717,51;0,4604;2,61006979274201;"supérieur"
"Hollande";19,9054185294827;-4,70489565728463;1,34218872042647;4,23616362195639;-1,363358687289;25666;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";13,3547830092044;-1,81838351461968;-2,12783067230738;5,90930772900236;-3,7276832883581;28349;24966;6,3;35720,05;0,4118;1,84054963339749;"supérieur"
"Hollande";13,1479429217723;-0,252934986819567;-3,50709376175652;6,66493661055929;-4,42666606577744;30494;30630;9;33235,71;0,4139;2,19722457733622;"supérieur"
"Hollande";12,5640446679713;-1,24301692283648;-2,22187019958418;5,99484332405373;-2,89881873709526;30501;31130;8,8;43660,68;0,4493;2,17475172148416;"supérieur"
"Hollande";13,6997075225093;-1,34985988761391;-3,57514091317913;5,82517349855799;-1,95748810723708;28448;29433;7,5;40800,61;0,4386;2,01490302054226;"supérieur"
"Hollande";9,75430183460155;-1,89737572128251;-3,75172652810654;5,47555472198105;-2,46000399572462;40670;43019;9,8;95463,85;0,4932;2,28238238567653;"supérieur"
"Hollande";14,941694571136;-2,688631817505;-2,22314775930115;6,41883865666093;-3,23768298631323;34004;33164;7,7;48909,85;0,4367;2,04122032885964;"supérieur"
"Hollande";10,8871427433358;-0,498105652221678;-3,21521070019884;4,32704589880584;-2,90601336309406;28323;32521;9,3;84251,13;0,5131;2,23001440015921;"supérieur"
"Hollande";18,8125225193783;0,0865174414823593;-3,90388806438874;2,81288153763541;0,450738267477124;26668;21112;4,8;38809,4;0,3902;1,56861591791385;"supérieur"
"Hollande";18,5725727256486;-2,48348883013834;-2,25016942942673;4,94291594474281;-1,12154383424151;26420;18238;3,8;20657,59;0,2983;1,33500106673234;"inférieur"
"Hollande";19,3869426855004;-2,69123722558949;-1,05583184434488;4,41401889896333;-0,396725468877921;26240,5;14868;3,4;12854,64;0,2515;1,22377543162212;"inférieur"
"Hollande";21,0890716792091;-1,5763448726668;-2,40937792488645;3,24123187211384;0,427290364644565;22722;13348;3,7;14965,4;0,2874;1,30833281965018;"inférieur"
"Hollande";18,4743425025323;-0,757836939745389;-1,07338326475468;3,95609103201948;-0,934348268678874;22893;19626;7;19870,52;0,3694;1,94591014905531;"supérieur"
"Hollande";20,4622521381817;-0,823513287184068;0,652435282939711;2,423313063912;-1,48747163433865;20772;18591;7,9;17836,35;0,3781;2,06686275947298;"supérieur"
"Hollande";17,8846593131033;-2,40079435143508;0,720160649660307;2,94067005446565;-0,408744086184171;19095;16112,5;6;18051,94;0,37;1,79175946922805;"supérieur"
"Hollande";16,2551397762105;-3,98296172062854;0,352957201675089;4,29263338926284;-0,729777568566409;21133;16757;6,6;15609,2;0,3438;1,88706964903238;"inférieur"
"Hollande";17,9732894226222;3,05163713164044;-2,82239214660674;-2,4290861359612;1,48705553126209;13765;16,2;24261,82;20039,59;0,4407;10,0966592002942;"supérieur"
"Hollande";16,9340170131796;-0,0154815030250152;-1,58693569092146;3,51688120991677;0,215816410926138;20175;13750;4,6;11169,78;0,286;1,52605630349505;"inférieur"
"Hollande";16,8537259520836;-0,513985733576423;-2,18113163952299;4,83040144903026;-2,63036167237469;25051;24706;7;33436,15;0,4255;1,94591014905531;"supérieur"
"Hollande";17,4731600388135;-0,97332954329708;-2,79113268868822;3,89925483815923;-1,02066142724664;21851;16265;5,5;26136,82;0,388;1,70474809223843;"supérieur"
