"candidat";"vote";"DimACP1_1";"DimACP1_2";"DimACP2_1";"DimACP2_2";"Médiane";"Écart inter-quartile";"Rapport interdécile";"Écart-type";"Gini";"Rapport interdécile (log)";"inegalitesH"
"Abstentions";14,8911398300151;-3,84846504547512;2,07425984485123;-0,589847539599848;3,77638466704208;22550;15871;4,3;20806,14;0,3213;1,45861502269952;"inférieur"
"Abstentions";14,8911398300151;-4,72832078833588;-0,613125262569558;2,74417255428441;1,80299006851744;22550;15871;4,3;20806,14;0,3213;1,45861502269952;"inférieur"
"Abstentions";14,8911398300151;-2,76804307451068;-0,503218987026875;1,15442244261253;1,62159655197772;22550;15871;4,3;20806,14;0,3213;1,45861502269952;"inférieur"
"Abstentions";14,8911398300151;-3,88413358101795;0,96789644274979;1,29917896011906;1,9644810173573;22550;15871;4,3;20806,14;0,3213;1,45861502269952;"inférieur"
"Abstentions";19,9404761904762;2,0847937740381;-0,351888848620088;-4,61011862787605;1,94475693298271;16169;12727;5,3;12538,15;0,332;1,66770682055808;"inférieur"
"Abstentions";19,9404761904762;1,40477866987959;1,53681493084501;-4,69086559667473;1,08490838156407;16169;12727;5,3;12538,15;0,332;1,66770682055808;"inférieur"
"Abstentions";19,9404761904762;2,85376271473119;2,90762181086646;-5,85059523863533;-1,3680218358573;16169;12727;5,3;12538,15;0,332;1,66770682055808;"inférieur"
"Abstentions";19,9404761904762;0,733552974053461;-1,15919791966265;-3,87264177653955;1,16342964278929;16169;12727;5,3;12538,15;0,332;1,66770682055808;"inférieur"
"Abstentions";19,9404761904762;-2,50441535885785;1,75366075405749;-3,09685561489364;1,58066973594736;16169;12727;5,3;12538,15;0,332;1,66770682055808;"inférieur"
"Abstentions";16,8043829710796;-2,6622957612497;1,9073523539856;0,290069246923794;0,440144189619549;25163;20105;4,4;22497,02;0,3341;1,48160454092422;"inférieur"
"Abstentions";16,8043829710796;-1,62518807188239;-2,05099119977765;4,16374697147863;0,434939572445095;27862;17514;3,3;18679,68;0,2765;1,19392246847243;"inférieur"
"Abstentions";16,8043829710796;-3,50500074466964;-0,248678127653337;3,09777901281387;0,60302975720157;26493;18500;4,2;18344;0,3141;1,43508452528932;"inférieur"
"Abstentions";16,8043829710796;-1,12698579870933;-2,57133034314409;3,36378614869536;0,950992569553216;27160;17824;3,8;20425,3;0,3037;1,33500106673234;"inférieur"
"Abstentions";16,8043829710796;-2,78899035373703;0,827615470579806;4,18210407854204;-2,51195070497578;29143;20346;3,9;75197,16;0,3604;1,3609765531356;"supérieur"
"Abstentions";18,5645809042622;-1,57803102980812;-1,90528333437338;4,09259321623573;0,517738962126138;28559;21197;4,4;37198,46;0,3486;1,48160454092422;"inférieur"
"Abstentions";18,5645809042622;-1,93179831996485;-1,80073984431945;2,74362336911197;0,407399020658794;28559;21197;4,4;37198,46;0,3486;1,48160454092422;"inférieur"
"Abstentions";18,5645809042622;-3,57475538275974;-0,341641096733812;3,7097967598947;0,232970977621065;28559;21197;4,4;37198,46;0,3486;1,48160454092422;"inférieur"
"Abstentions";16,1759360232643;-0,409378444144392;-3,53994905163901;1,21669639407445;2,5189333446397;28872;22930;5;29387,37;0,3587;1,6094379124341;"inférieur"
"Abstentions";16,1759360232643;-0,598169830106428;-3,67625900836202;2,68636058967217;0,989798035798639;28872;22930;5;29387,37;0,3587;1,6094379124341;"inférieur"
"Abstentions";16,1759360232643;-1,05149849331485;-5,17769822122381;4,94130240721434;0,255943947380651;28872;22930;5;29387,37;0,3587;1,6094379124341;"inférieur"
"Abstentions";16,8817204301075;-1,11876477869555;-0,945114343577796;0,593449632854621;0,513733166184517;25032;23437;6,5;95474,25;0,4802;1,87180217690159;"supérieur"
"Abstentions";16,8817204301075;-2,98802994931497;-3,29817357359974;2,31528253517436;0,835464157511203;25032;23437;6,5;95474,25;0,4802;1,87180217690159;"supérieur"
"Abstentions";16,8817204301075;0,157900721112237;-3,83813758779941;2,4658243970814;-0,350848375737237;25032;23437;6,5;95474,25;0,4802;1,87180217690159;"supérieur"
"Abstentions";16,8817204301075;-2,63172280400175;-2,81149835994711;2,62659398767024;0,948403891428533;25032;23437;6,5;95474,25;0,4802;1,87180217690159;"supérieur"
"Abstentions";17,4821557877315;-1,87304245555033;0,414262849113879;-1,37707342599495;3,34628676713174;20995;13635;3,9;12536,41;0,2868;1,3609765531356;"inférieur"
"Abstentions";17,4821557877315;-0,520389276650134;0,0923656847827103;-2,57887998976281;2,3449766431939;18265;13610;5,4;16704,51;0,3343;1,68639895357023;"inférieur"
"Abstentions";17,4821557877315;-0,770178638350672;-0,273220338129215;-1,82615491847493;3,29798409367125;20835;13545;4,2;13772,23;0,2982;1,43508452528932;"inférieur"
"Abstentions";17,4821557877315;-0,643731634525456;-0,683046560456804;-2,15929814908974;3,1677880025805;21962;14682;4,6;14714,71;0,3089;1,52605630349505;"inférieur"
"Abstentions";17,4821557877315;0,480261861612937;-1,31850571414792;-1,34101837660939;3,15194515535855;20504;12053;3,7;11005,86;0,2694;1,30833281965018;"inférieur"
"Abstentions";18,7470707701922;-3,56928118667055;-2,37018585877404;5,61381785395304;0,0623733115111193;28100;21260;5;65651,24;0,3821;1,6094379124341;"supérieur"
"Abstentions";18,7470707701922;-2,09733309756062;-2,5014877603242;4,92627964671186;-0,546362775374462;28100;21260;5;65651,24;0,3821;1,6094379124341;"supérieur"
"Abstentions";18,7470707701922;-4,45768345160864;0,459741056969751;4,65495044838905;-0,334162039857884;28100;21260;5;65651,24;0,3821;1,6094379124341;"supérieur"
"Abstentions";17,7152899824253;-3,68476669550358;1,31002882945962;2,73350524731718;1,86616998238217;22771;14663;3,7;16831,21;0,2849;1,30833281965018;"inférieur"
"Abstentions";17,7152899824253;-3,69555797053557;0,830981274756995;0,440492025312722;3,31842713027173;22771;14663;3,7;16831,21;0,2849;1,30833281965018;"inférieur"
"Abstentions";17,7152899824253;-2,44857846731702;0,179379680267709;1,48607914004852;1,54731999225471;22771;14663;3,7;16831,21;0,2849;1,30833281965018;"inférieur"
"Abstentions";20,7948781907375;-1,83235977553087;4,03050093575897;-3,99111664057411;3,02643989300831;17785;11566;4,1;11163,06;0,2885;1,41098697371026;"inférieur"
"Abstentions";20,7948781907375;-3,17752241382891;2,20700283064693;-1,81492577849614;3,74243481528545;22738;13092;3,2;13739,97;0,271;1,16315080980568;"inférieur"
"Abstentions";20,7948781907375;-0,827985370370084;1,24323765459976;-3,2854968796771;3,20840877464536;18187;12751;4,6;12095,26;0,3033;1,52605630349505;"inférieur"
"Abstentions";20,7948781907375;-0,589808454347727;0,096482036897722;-2,5699887045419;3,25655745763591;19438;10371;3,1;9781,59;0,2475;1,1314021114911;"inférieur"
"Abstentions";20,7948781907375;-1,97392091881969;3,41946895188953;-2,88236832673204;3,03527183224;19049;12301;4,3;11591,08;0,2973;1,45861502269952;"inférieur"
"Abstentions";15,259881279861;-3,54324512478664;0,292717481909786;2,35136493911423;0,666576622629905;24153;16593;4;16460,16;0,3011;1,38629436111989;"inférieur"
"Abstentions";15,259881279861;-3,21179839317979;1,31948583865161;1,73722628368719;1,21713668651514;24153;16593;4;16460,16;0,3011;1,38629436111989;"inférieur"
"Abstentions";15,259881279861;-3,98409145947765;-0,776371779460991;3,29637321758165;1,96085319061882;24153;16593;4;16460,16;0,3011;1,38629436111989;"inférieur"
"Abstentions";22,1479472788043;-1,12903351195902;0,0716104384586621;-3,00779110646832;1,94226205730194;17808;12334;4,3;13099,03;0,3023;1,45861502269952;"inférieur"
